"wz11cd","lsoa11cd","msoa11cd","date","Country of Birth: All categories: Country of birth; measures: Value","Country of Birth: Europe: Total; measures: Value","Country of Birth: Europe: United Kingdom: Total; measures: Value","Country of Birth: Europe: United Kingdom: England; measures: Value","Country of Birth: Europe: United Kingdom: Northern Ireland; measures: Value","Country of Birth: Europe: United Kingdom: Scotland; measures: Value","Country of Birth: Europe: United Kingdom: Wales; measures: Value","Country of Birth: Europe: Great Britain not otherwise specified; measures: Value","Country of Birth: Europe: United Kingdom not otherwise specified; measures: Value","Country of Birth: Europe: Guernsey; measures: Value","Country of Birth: Europe: Jersey; measures: Value","Country of Birth: Europe: Channel Islands not otherwise specified; measures: Value","Country of Birth: Europe: Isle of Man; measures: Value","Country of Birth: Europe: Ireland; measures: Value","Country of Birth: Europe: Other Europe: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: France; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Germany; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Italy; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Portugal; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands); measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Lithuania; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Romania; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries; measures: Value","Country of Birth: Europe: Other Europe: Rest of Europe: Total; measures: Value","Country of Birth: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Country of Birth: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Country of Birth: Africa: Total; measures: Value","Country of Birth: Africa: North Africa; measures: Value","Country of Birth: Africa: Central and Western Africa: Total; measures: Value","Country of Birth: Africa: Central and Western Africa: Ghana; measures: Value","Country of Birth: Africa: Central and Western Africa: Nigeria; measures: Value","Country of Birth: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value","Country of Birth: Africa: South and Eastern Africa: Total; measures: Value","Country of Birth: Africa: South and Eastern Africa: Kenya; measures: Value","Country of Birth: Africa: South and Eastern Africa: Somalia; measures: Value","Country of Birth: Africa: South and Eastern Africa: South Africa; measures: Value","Country of Birth: Africa: South and Eastern Africa: Zimbabwe; measures: Value","Country of Birth: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value","Country of Birth: Africa: Africa not otherwise specified; measures: Value","Country of Birth: Middle East and Asia: Total; measures: Value","Country of Birth: Middle East and Asia: Middle East: Total; measures: Value","Country of Birth: Middle East and Asia: Middle East: Iran; measures: Value","Country of Birth: Middle East and Asia: Middle East: Other Middle East; measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: Total; measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: China; measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Total; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Bangladesh; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: India; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Pakistan; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value","Country of Birth: Middle East and Asia: South-East Asia: Total; measures: Value","Country of Birth: Middle East and Asia: South-East Asia: Philippines; measures: Value","Country of Birth: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value","Country of Birth: Middle East and Asia: Central Asia; measures: Value","Country of Birth: The Americas and the Caribbean: Total; measures: Value","Country of Birth: The Americas and the Caribbean: North America: Total; measures: Value","Country of Birth: The Americas and the Caribbean: North America: United States; measures: Value","Country of Birth: The Americas and the Caribbean: North America: Other North America; measures: Value","Country of Birth: The Americas and the Caribbean: Central America; measures: Value","Country of Birth: The Americas and the Caribbean: South America; measures: Value","Country of Birth: The Americas and the Caribbean: The Caribbean: Total; measures: Value","Country of Birth: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value","Country of Birth: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value","Country of Birth: Antarctica and Oceania: Total; measures: Value","Country of Birth: Antarctica and Oceania: Antarctica; measures: Value","Country of Birth: Antarctica and Oceania: Australasia: Total; measures: Value","Country of Birth: Antarctica and Oceania: Australasia: Australia; measures: Value","Country of Birth: Antarctica and Oceania: Australasia: Other Australasia; measures: Value","Country of Birth: Antarctica and Oceania: Other Oceania; measures: Value","Country of Birth: Other; measures: Value"
"E33018102","E01008884","E02001904",2011,735,637,619,605,1,9,4,0,0,0,0,0,0,9,9,8,3,0,0,0,0,0,3,5,1,3,0,1,1,0,1,15,2,2,0,0,2,10,3,4,0,1,2,1,73,1,0,1,0,0,0,0,67,16,5,45,0,1,5,1,4,0,9,0,0,0,0,0,9,8,1,1,0,1,0,1,0,0
"E33018103","E01008884","E02001904",2011,324,300,299,298,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,1,0,3,2,0,0,0,1,0,18,0,0,0,0,0,0,0,18,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E33018104","E01008884","E02001904",2011,704,613,577,563,3,6,5,0,0,1,0,0,0,17,18,16,0,0,0,0,0,0,0,16,1,12,0,3,2,0,2,13,0,1,0,0,1,11,4,2,1,3,1,1,73,4,0,4,1,0,1,0,67,4,12,50,0,1,1,0,1,0,5,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0
"E33018105","E01008884","E02001904",2011,413,339,327,319,1,4,3,0,0,0,0,0,0,7,5,5,2,0,2,0,0,0,0,3,0,2,0,1,0,0,0,4,0,0,0,0,0,4,2,1,0,0,1,0,58,0,0,0,0,0,0,0,56,3,5,48,0,0,2,0,2,0,10,2,1,1,0,0,8,6,2,2,0,2,2,0,0,0
"E33018106","E01008889","E02001904",2011,498,382,366,358,3,2,3,0,0,0,0,0,0,8,8,8,2,1,0,0,0,0,1,6,0,5,0,1,0,0,0,6,0,3,0,1,2,3,1,1,0,0,1,0,105,4,0,4,2,2,0,0,98,7,8,81,0,2,1,0,1,0,5,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0
"E33018107","E01008889","E02001904",2011,228,181,153,149,1,3,0,0,0,0,0,0,0,1,27,26,6,1,3,0,0,1,1,20,10,5,0,5,1,0,1,4,1,0,0,0,0,3,0,0,0,0,3,0,42,2,0,2,1,1,0,0,38,1,6,26,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"E33018108","E01008887","E02001904",2011,522,462,443,436,1,5,1,0,0,0,1,0,0,2,16,14,2,0,1,0,0,0,1,12,4,6,0,2,2,0,2,21,2,2,0,0,2,16,3,4,2,2,5,1,33,7,1,6,2,1,1,0,21,1,5,15,0,0,3,2,1,0,4,0,0,0,0,0,4,3,1,2,0,2,2,0,0,0
"E33018109","E01008889","E02001904",2011,179,170,162,160,1,1,0,0,0,0,0,0,0,2,6,5,0,0,0,0,0,0,0,5,0,3,0,2,1,0,1,3,0,0,0,0,0,3,0,0,1,0,2,0,5,0,0,0,0,0,0,0,5,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E33018110","E01008889","E02001904",2011,490,450,432,418,6,3,5,0,0,0,0,0,0,10,8,6,2,1,0,1,0,0,0,4,1,3,0,0,2,2,0,12,2,3,2,1,0,7,3,0,2,1,1,0,19,0,0,0,1,1,0,0,17,2,5,10,0,0,1,0,1,0,8,1,1,0,0,1,6,3,3,1,0,1,0,1,0,0
"E33018111","E01008889","E02001904",2011,473,436,414,411,1,1,1,0,0,0,0,0,0,5,17,17,4,0,0,2,1,0,1,13,0,13,0,0,0,0,0,7,0,3,1,1,1,4,3,0,0,0,1,0,27,3,1,2,5,3,2,0,18,2,7,8,0,1,1,0,1,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0
"E33018112","E01008889","E02001904",2011,623,508,488,480,0,2,6,0,0,0,0,0,0,4,16,13,4,0,1,0,1,1,1,9,1,8,0,0,3,1,2,16,1,5,0,5,0,9,2,2,3,0,2,1,96,2,0,2,1,1,0,0,87,8,14,64,0,1,6,0,6,0,2,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0
"E33018113","E01008910","E02001876",2011,481,437,420,413,1,1,5,0,0,0,0,0,0,6,11,10,2,0,1,0,1,0,0,8,0,8,0,0,1,0,1,12,0,0,0,0,0,12,3,3,0,1,5,0,20,2,1,1,1,0,1,0,15,1,10,2,0,2,2,0,2,0,8,1,1,0,0,0,7,5,2,4,0,3,2,1,1,0
"E33018114","E01008910","E02001876",2011,2456,1942,1897,1850,9,20,18,0,0,0,0,0,0,13,32,27,8,0,5,1,0,0,2,19,0,12,1,6,5,1,4,143,1,31,7,6,18,104,35,4,4,11,50,7,324,9,3,6,6,5,1,0,299,15,170,108,3,3,10,0,10,0,45,3,1,2,0,2,40,31,9,2,0,2,1,1,0,0
"E33018115","E01033638","E02001875",2011,821,679,646,625,6,11,4,0,0,0,0,0,0,11,22,20,1,0,1,0,0,0,0,19,0,17,0,2,2,0,2,16,0,1,1,0,0,15,2,5,2,0,6,0,111,6,4,2,5,4,0,1,98,9,48,38,2,1,2,0,2,0,14,1,0,1,0,0,13,10,3,1,0,1,0,1,0,0
